sequence,cq_level,base_qindex,block_dim,partition,partition_name,count,is_decision_node
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,8,0,NONE,168390,0
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,0,NONE,76399,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,1,HORZ,9255,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,2,VERT,9657,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,3,SPLIT,1092,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,4,HORZ_A,715,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,5,HORZ_B,419,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,6,VERT_A,909,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,7,VERT_B,934,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,0,NONE,18971,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,1,HORZ,1871,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,2,VERT,1895,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,3,SPLIT,7915,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,4,HORZ_A,314,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,5,HORZ_B,320,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,6,VERT_A,279,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,7,VERT_B,383,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,8,HORZ_4,676,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,9,VERT_4,2081,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,0,NONE,3265,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,1,HORZ,107,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,2,VERT,245,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,3,SPLIT,5477,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,4,HORZ_A,6,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,5,HORZ_B,30,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,6,VERT_A,18,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,7,VERT_B,31,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,8,HORZ_4,23,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,9,VERT_4,129,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,8,0,NONE,83145,0
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,0,NONE,56558,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,1,HORZ,3474,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,2,VERT,5289,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,3,SPLIT,253,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,4,HORZ_A,303,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,5,HORZ_B,127,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,6,VERT_A,281,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,7,VERT_B,403,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,0,NONE,18997,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,1,HORZ,1872,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,2,VERT,1922,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,3,SPLIT,3853,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,4,HORZ_A,210,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,5,HORZ_B,147,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,6,VERT_A,175,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,7,VERT_B,233,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,8,HORZ_4,493,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,9,VERT_4,1713,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,0,NONE,3742,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,1,HORZ,159,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,2,VERT,292,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,3,SPLIT,4391,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,4,HORZ_A,18,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,5,HORZ_B,24,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,6,VERT_A,9,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,7,VERT_B,82,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,8,HORZ_4,26,1
CityAlley_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,9,VERT_4,157,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,8,0,NONE,411581,0
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,0,NONE,117871,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,1,HORZ,2812,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,2,VERT,8695,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,3,SPLIT,5469,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,4,HORZ_A,549,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,5,HORZ_B,611,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,6,VERT_A,895,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,7,VERT_B,727,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,0,NONE,18280,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,1,HORZ,315,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,2,VERT,1008,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,3,SPLIT,12873,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,4,HORZ_A,324,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,5,HORZ_B,1062,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,6,VERT_A,798,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,7,VERT_B,1577,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,8,HORZ_4,91,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,9,VERT_4,1087,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,0,NONE,2927,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,1,HORZ,22,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,2,VERT,113,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,3,SPLIT,6624,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,4,HORZ_A,5,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,5,HORZ_B,16,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,6,VERT_A,27,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,7,VERT_B,48,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,8,HORZ_4,2,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,9,VERT_4,39,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,8,0,NONE,255448,0
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,0,NONE,97499,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,1,HORZ,1804,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,2,VERT,1774,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,3,SPLIT,11298,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,4,HORZ_A,155,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,5,HORZ_B,326,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,6,VERT_A,97,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,7,VERT_B,355,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,0,NONE,25422,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,1,HORZ,380,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,2,VERT,737,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,3,SPLIT,6669,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,4,HORZ_A,176,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,5,HORZ_B,181,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,6,VERT_A,165,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,7,VERT_B,231,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,8,HORZ_4,66,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,9,VERT_4,260,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,0,NONE,4984,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,1,HORZ,39,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,2,VERT,112,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,3,SPLIT,3535,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,4,HORZ_A,11,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,5,HORZ_B,23,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,6,VERT_A,25,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,7,VERT_B,70,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,8,HORZ_4,7,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,9,VERT_4,23,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,8,0,NONE,74745,0
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,0,NONE,73665,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,1,HORZ,5434,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,2,VERT,1661,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,3,SPLIT,367,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,4,HORZ_A,49,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,5,HORZ_B,81,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,6,VERT_A,22,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,7,VERT_B,74,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,0,NONE,24751,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,1,HORZ,526,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,2,VERT,795,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,3,SPLIT,4724,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,4,HORZ_A,80,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,5,HORZ_B,81,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,6,VERT_A,59,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,7,VERT_B,132,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,8,HORZ_4,55,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,9,VERT_4,155,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,0,NONE,5309,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,1,HORZ,87,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,2,VERT,142,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,3,SPLIT,2740,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,4,HORZ_A,32,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,5,HORZ_B,39,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,6,VERT_A,33,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,7,VERT_B,93,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,8,HORZ_4,6,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,9,VERT_4,60,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,8,0,NONE,16444,0
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,0,NONE,33685,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,1,HORZ,511,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,2,VERT,358,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,3,SPLIT,3,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,4,HORZ_A,12,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,5,HORZ_B,5,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,6,VERT_A,5,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,7,VERT_B,6,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,0,NONE,21245,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,1,HORZ,785,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,2,VERT,737,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,3,SPLIT,720,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,4,HORZ_A,49,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,5,HORZ_B,46,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,6,VERT_A,31,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,7,VERT_B,57,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,8,HORZ_4,28,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,9,VERT_4,54,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,0,NONE,5562,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,1,HORZ,155,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,2,VERT,295,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,3,SPLIT,1855,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,4,HORZ_A,23,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,5,HORZ_B,34,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,6,VERT_A,29,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,7,VERT_B,103,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,8,HORZ_4,5,1
FlowerFocus_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,9,VERT_4,70,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,8,0,NONE,390804,0
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,0,NONE,59968,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,1,HORZ,12399,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,2,VERT,15551,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,3,SPLIT,9910,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,4,HORZ_A,6671,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,5,HORZ_B,7312,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,6,VERT_A,7454,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,7,VERT_B,6907,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,0,NONE,11359,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,1,HORZ,1013,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,2,VERT,1042,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,3,SPLIT,18735,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,4,HORZ_A,465,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,5,HORZ_B,673,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,6,VERT_A,481,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,7,VERT_B,713,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,8,HORZ_4,495,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,9,VERT_4,767,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,0,NONE,2222,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,1,HORZ,97,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,2,VERT,69,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,3,SPLIT,6469,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,4,HORZ_A,10,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,5,HORZ_B,16,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,6,VERT_A,12,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,7,VERT_B,18,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,8,HORZ_4,8,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,9,VERT_4,8,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,8,0,NONE,290090,0
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,0,NONE,75402,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,1,HORZ,8629,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,2,VERT,10564,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,3,SPLIT,6004,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,4,HORZ_A,2878,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,5,HORZ_B,2926,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,6,VERT_A,3090,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,7,VERT_B,2746,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,0,NONE,15275,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,1,HORZ,983,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,2,VERT,1061,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,3,SPLIT,13765,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,4,HORZ_A,569,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,5,HORZ_B,792,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,6,VERT_A,567,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,7,VERT_B,831,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,8,HORZ_4,384,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,9,VERT_4,898,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,0,NONE,2680,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,1,HORZ,49,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,2,VERT,66,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,3,SPLIT,6757,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,4,HORZ_A,2,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,5,HORZ_B,17,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,6,VERT_A,5,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,7,VERT_B,16,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,8,HORZ_4,3,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,9,VERT_4,3,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,8,0,NONE,194656,0
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,0,NONE,70474,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,1,HORZ,10249,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,2,VERT,9457,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,3,SPLIT,534,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,4,HORZ_A,1460,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,5,HORZ_B,1026,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,6,VERT_A,1251,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,7,VERT_B,843,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,0,NONE,13140,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,1,HORZ,2619,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,2,VERT,2525,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,3,SPLIT,8223,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,4,HORZ_A,684,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,5,HORZ_B,704,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,6,VERT_A,633,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,7,VERT_B,801,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,8,HORZ_4,860,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,9,VERT_4,1323,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,0,NONE,2790,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,1,HORZ,61,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,2,VERT,62,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,3,SPLIT,6280,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,4,HORZ_A,7,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,5,HORZ_B,24,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,6,VERT_A,11,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,7,VERT_B,34,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,8,HORZ_4,19,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,9,VERT_4,16,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,8,0,NONE,112208,0
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,0,NONE,65987,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,1,HORZ,5483,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,2,VERT,4536,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,3,SPLIT,137,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,4,HORZ_A,330,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,5,HORZ_B,228,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,6,VERT_A,338,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,7,VERT_B,125,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,0,NONE,12886,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,1,HORZ,3245,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,2,VERT,2952,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,3,SPLIT,4037,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,4,HORZ_A,641,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,5,HORZ_B,655,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,6,VERT_A,516,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,7,VERT_B,618,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,8,HORZ_4,1119,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,9,VERT_4,1378,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,0,NONE,2588,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,1,HORZ,84,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,2,VERT,143,1
